"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","0","1","2","3","4","5","7","8","10","12"
"10","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","0","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","1","0","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","0","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","1","1","1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
